Cleaned_Text,Score
shelaa,0
"though admit seem less & less tempting . time , complete package ?",0
_ say ha ha funny,1
"not sure good bad news , list staff :",0
drain energy,-1
"` lovesick , give call , go bowl complain love",-1
"yeah ` truee ` wait till tour dvd come , tour epic ( : backstage material hilarious",1
"try straighten hair , ` eff hot . also , need food",-1
_ ricardo road movie indie rule haha,0
"no offense take .. ! one many controversial view , guess !",0
many ppl 12 mile ashy elbow ? ?,0
"love daddy , ` want go house today .",1
great weekend ! glad ` sunny today,1
know love stat - k,1
"really really hate biology , u__u",-1
"always tell kid see hear everything mind manor , guess prove .",0
hey ` suck ; anybody : I m bored common answear,-1
` tired . think ` become old go .,-1
love load hun ) hot weather gutte be not chillaxe get tomoz xx,0
way ft . knox,0
burden . abit fail lunch dan,-1
know ` say * * .. ` * * hell,-1
new dress look sort .. horrible,-1
"another note , geodefense easy . onwards medium map , whole world pain await exploration !",-1
see lot fb friend friende become fan zoozoo ( voda ` new face pug ) . even ilike,0
hop mom like pamper gift send,1
new twitter coolness : conversation neighbor ( thunderstorm .,0
- pretty janette exact hey monday band ! arm :,1
decide myspacee wayy well,1
read pretty awesome web comic_strip today . ` nothing really good woot today,0
yvr .. fog delay sfo ` leave yet,0
ugh report monday,-1
"really hurt . really suck . ` know fix , seriously .",-1
"okay , what s twitter , , : / laptop completely break , computer acting do not reckon ..",-1
_ laurie sorry hear horrible weekend ! get well ! keep smile .,0
aww ` sad ` download copy !,1
_ dream ? ! miley ` go to quit hannah montana ? .. ` wan na believe !,-1
` one thing hate friend dat move skl forget yuu,-1
not yet . hope check week .,0
body be not itch anymore,1
good girl school .. today ! ! ! ! yayy,1
finally find perfect matte lcd cleaner ! ! I - nix screen clean ftw !,1
sweet ! make sure put bag,1
"oh , joy . elmo potty video .",1
new version not well,-1
beat heat cool guava juice handi water,0
: chocolate thing,0
hsbc savings apy drop 1.55 % . sort feel like pull money keep underneath mattress .,0
know .nds torrent file ? guess gh : mettallica ? christine bring today ps3,0
window 7,0
"hey hey , else twitter !",0
_ navarro wish area offer chinese food delivery,1
"get bit car accident , poor patrick",-1
.. yes . ` say .,0
big news ? ! ` know share .,0
"- go really long cycle ride mum , brother bff han today . bum ache ! !",-1
peep get onto game site never see,-1
oh . ` need update sudden . ok . get dress anyway,0
? wednesday green day perform new single ' know enemy ' tvtotal,0
star . need,0
next blumenthal ? !,0
oh suck tell dh act like grow maybe ? ` stress,-1
2 day till birthday ! hope weather good ! ! well good thursday friday ! otherwise il scream ! happy b ` day keiron,1
start fear weekend since join german class,-1
_ ` . nice attempt hiding camera,1
hehe .. nice try,1
way many people indeed .. recognize chinese guy .. laugh loud,1
"hahaha yes dey doo , boston legal tha fat old man funny , tha one naked ina pink gown laugh loud",0
doubt tho ! twit pic sumthin,0
play uno,0
yay ! ` wait read .,1
burn time wacha,-1
god sake ` even birthday yet need cool job like .,0
+ court =,0
"thank soo much snoopy t - shirt ! love bit ! ` perfect fit , get morning ! peace",1
go hairdresser instead run due rain,0
"photo : thelovelybone : spy jonas brothers demi lovato oh god : ahh yea , 3d movie premire",0
love ! thank much say ' hi jenn & laura ' yesterday arcadia ! friend shannon surprised w / the vid,1
"see people ` like deadpool cause ` true comic_strip , ` guess like ryan reynolds",0
no actually get rid bacteria thaw nicely,0
` serious * * steve . ` send picture call ! ! know love good yard sale .,0
yay ` friday .. hold work tomorrow,1
back sj . star trek tonight 9:45pm cinelux almaden .,0
life suck ur not fun .,-1
oh god yes ! ! get ready work early tonight payroll distribution duty,1
hello bank holiday monday hello revision ï¿½ï¿½,0
_ da_realest hehe hell . ` finna qet drankin damnit .,-1
"go back house pick dvds bapang pick dito ` forgot pick dvds dito , go back",0
holy * * exhausted ! rest go see wolverine later,-1
can not anything,0
that s charmingly funny,1
still miss husband . really want home .,-1
business pleasure ? keep eye anything . ` miss moondog concert tomorrow night,-1
"actually mean motorbike . not much touring , commute possible -- 90 min . roundtrip ` kinda like tour",0
morning twitterbug .. nothing like loong lie - in ! !,1
"could barely sleep last night , ugh .. anyways good luck final everybody ! ! ` rush test ! ! laugh loud",0
_ cordon laugh loud split second peace truly amazing,1
compare horror story mate laugh loud,0
.. snuggle back .. everyone tell get .. I ve 15 year x,0
internet service act strange earthquake . find submarine fiber optic cable get damage,0
"dinner ali tonight celebrate first day new job , near trader joe ` , might stop",1
"no , ` people recommend other follow , like followfriday , pic !",0
"back long day naz . gunna crash . tomorrow mother day .. edit photo today , hangin mom , etc .",-1
"write another song , run idea one bit * *",-1
know want stay cool day use shower gel bath wash peppermint,0
move new apartment . exciting,1
"unfortunately , ` usually go . answer yesterday .. ` okay . thing may look . miss talk .",-1
feel like truck hit ! also resemble man hit truck !,-1
miss soo much not go to see 2 - 3 month,-1
heya 40 hour famine start may 22nd - go to take part ?,0
"balance ~ $ 8,00 . unfortunately have not able find card limit high enough transfer whole thing",-1
not work today .i car back perfect go random shopping later .,1
girl need hug ! lose cell phone,0
unfortunately ` see spread poo,-1
"oh , see ! ` like , morning , right ? happy breakfast ! * thumb *",1
` run thing tweet . wish could get reply ! come philippine ? tweet !,0
"- yeah know * * annoying .. , good promo .. lose contact business",1
"hehe , ` expert eh ?",1
think rain kill phone,-1
good sticker ever . also . dig hair . ` get long since ` see last .,1
_ kritt gps location :,0
I m write exam saturday illegal ` weekend ?,-1
nosely safari park leah,0
happy mother ` day ur mom ! ! hope wonderful day ! !,1
train least two gaggle teenager sit & commuter squish stand back .. least teenager let sit,0
get to terabyte space store movie,0
happy birthday great - grandmother .. /././ . bad news good day > < ame live,0
tropical depression 1 head east . mrsal65 scar one welcome start hurricane season ` 09 . still look 4 fl sub .,0
chemo,0
"heh , thank adorable plug * cough * info : * cough * * cough *",1
fun night bekah talkin stuff . wuv,1
"_ cordon lol , ` welcome",0
"headache , headache , go away . come another day ..",-1
make everything fabulous tonight,1
life college stay home mom : delay bash,0
need get away . wish money go travel bit . miss east coast friend .,-1
"hella worth , even ` need full 32 .",1
"lol , ebay ? laugh .. juust wait .",0
: love ! would never think icarly version beanie baby . xd,1
annoying start type computer middle night !,-1
"ouch . use hate ( irate caller try record , get p * * ed , etc )",-1
"yes ! finally friday , I m stuck project",-1
"get ready head camp allen . unless something change , mean no phone service 24 hour .",0
glad could make,1
go gym early try get back shape . husb get gift cert swim w/ dolphin bd . need muscle !,0
exactly 2 week leave sigma,0
life ` fair > feel,-1
do not feel good . fuckk,-1
happy mother ` day !,1
happy christmas ! no wait .. happy .. easel day . no seriously .. happy mother day .. lmao,1
..,0
hope ` review site,1
arrive singapore .,0
"leatherman , must , really anybody ! never know , might need one & get job do .",1
"` still recouperate holiday weekend , wow , ` never sunburnt , really hurt",0
generation * * apathetic party desert . 30 + know fun age group generation myspace ?,-1
"lol , sunny 18 yesterday , igloo melt , attack bush , recover today . ` thing chocolateland ?",0
". good star war day , fonz day , dance taco day , whatever celebrate , ` good !",1
go drink tonight .. drink away blue ..,0
bruise knee make hard skate tomorrow .,-1
mom say eat lot,0
"good lord , man . recommend dark & stormy casablanca .",1
` mother song funny ? wrong funny - heart,0
junk food movie tshirt sweat .. way tonight would better someone hang,1
miss boo another note I m soready game come tonight .. fox grill anyone ? ? ! !,-1
welcome first german follower mother hermine sudetenland come sweden refugee 1948,0
ready eastender - go good one ! ! .. last bgt semi final .. final tomorrow night though exciting stuff ..,1
"` community .. ` see , one moderator ( niandra ) tell",0
"_ peabody ` pretty sure get send home couple time . ` tis week remember mary , anto ` granny'the love around '",0
yeah suck eh !,-1
- pet get cancer .,0
would really like not work instead take nap .,1
"party awesome . soo tired , bye . ps : happy momma ` day",1
thank follow ? hmm .. twitter back ! ! ox,0
pgpm student ? pgpm student 4 year back . wish could stay one,1
"oh , ` spoil fun , laugh loud",-1
"I m go , look like sun go",0
"head spin math , start dream formula . not good .",-1
"hey that s good , daughter ` still asleep son drawing , well feed v soon",1
past experience redhead ( eg . discrimination ) even general info bout ginger society ! help,1
aww .. sorry . may lord give strength rest today !,0
great can not eve locate phone ! go 200 drain,1
"_ ross look js code facebook notice js function .. nahh kidding , buddy tell",1
cold,0
hang school .. last day senior,0
happy star war day ! may fourth .,1
thank hon ! ! project bra start today !,1
"hope ok . miss doc well not douchenozzle , ill one right back !",0
"browse digital art tutorial ( like find henning ` site : ) , refresh knowledge .. skill ?",1
"3 day frisbee , three night party sprain ligament . ` imagine well long weekend",1
"mail something , get e - mail , ` probly mean ` get",-1
spend time explore atlas hercule crater ; re - find thing uma ; oph ; ser caput ; & saturn w/ fog eyepiece home 2a,0
_ daarle haha yah ` walk distance house mission tiki drive - in haha every summer go like every weekend,0
. postiee,0
"good , ` glad get ! ! no 1 come talk walk lol . , becky & holcomb 1 laugh loud",0
"fml .. today suck .. hope dance bring soul .. pray , I m still sad .. hatee todayy ! ! > ; (",-1
really wish could .,1
send love mother ` day wish happiness day ahead !,1
avoid cinder block ! safe ny area .. dantas porky upset beavs go,0
welcome everyone playerstation.it live twitter .,1
law week go to go * * excited,1
look like schuhz arabyrd ..,0
"problem , flash be not gpu accelerate . atom 330 ` play youtube hd hulu hd fullscreen big deal plex ..",-1
"work security club tonight . first time working month . interesting . oh , hi kelsenator !",1
taylor swift ` ' you belong ' amazing . love mv !,1
illy ` note book : ' from one ` geek ` another - keep good work ! ' sigh . miss - great espresso .,1
"rofl even keep insurance payment $ 300 , I m still like .. meh . good thing apply day job pasy $ 288mo",1
see something real sad lunch .. dog two break back leg .,-1
actually people decisive .,0
"know , read almost tweet sort disgusting euphamism . ` quite fun",0
` believe ` leave place tomorrow .,0
go to sound really sad & depress really really miss uncle sam,-1
much detail ! ! ( glad well ),1
_ d ` lucky baby . wonderful family know could take home ?,1
"_ anekie ok darl , suggest mua ( tracie weaver ) , ` make decision",0
everyone love sarah not tweeter ! today show could not stop rave beautifulness ..,1
mean people suck .,-1
"yeah , jimmy fallon back skit . yay ! !",1
4 am hubby ` alarm - song playing ' blame alcohol ' course ` get back sleep cause think joe cruise,-1
ur suppose bk tho,0
funniest desktop ever : way see collegue .,1
"guess ` work fusion . otherwise ` boot directly vista online banking , suck",-1
".. yay ! give lesson tomorrow , church .",1
work layout 4 page .. prom dress almost do,0
` start feel really panicky anxious something bad happen cos seem like ` age,-1
hey gi ! look pic frankie take southend gig !,0
"uup morning , school . see ya * *",0
boffert,0
think play michael buble heaven . ` great .,1
mexican ! ` ` crave,0
"work , swollen face thank god ` kohls though . ` feelin fat . flip flop break annd get hair do tonight",0
"far ( exception rain ) , morning great . ` let dampen day",1
internet train 100 % awful ! !,-1
hey forget !,-1
"think ` go lonngg weekend , not 3 day kind .",0
queen sass oh scenie ! !,1
"see star trek yet ? ` see , twice already ! ` like first time , second time way well ! ! hahaha",0
hi holly ` volunteer try first u ! hope ur fab weekend xoxox ..,1
use ! ! ` do different job yj . currently ` court officer,0
` start feel depressed hurricane talk .. ` front line !,-1
"* * , many good deal .. guy conspiracy steal money",1
hope train remember way - go bit loopy bank holiday,-1
elliott claim steak shake month .. not exciting anymore ..,-1
still amazed awesomness last night . discussion great ! look forward great week ! 10day go home,1
run errand geeta .. feel like plague,-1
"ok , want quit job ..",0
healthy food not help hangover,-1
"- I m hard core , do not know .",0
change backgroung no profile ppicture,0
sad go show mcfly fan !,-1
great project ! ! wish could do dd1 . ` old .,1
"` not test find cancer , ` stuff regard ; case , positive result would good thing",1
I ve try try past learn cockney sadly near impossible find book thing .,-1
wow . sound heavenly . ` quick drive north carolina . ` wait,1
` home,0
ipod die not run charge .,-1
"look like another sleepless night dedicated homework . sorry advance , ms . chapman .",-1
"hmm , not feel like write monthly report tonight ! probably get start though ..",0
school yet ? I m ready vacation already,0
love rain I m golf,1
"* * . break ' no work weekend ' rule much overloaded work . aargh , hate !",-1
"wow one year today luc bourdon kill , ` seem long ago",-1
thank ! ` care look face .,1
"_ : ' good evening , kind sir * bow * ' ?",1
"_ x hah , well least not say ; tory fatty watty",0
"sorry miss . see across way , busy take pix - abt 4:15 come meet u - but go",-1
thank ponytail . dream last night shave head .. ? ? guess ` big deal think .,1
"yes , really .",0
imma talk ya later ishi goodnight kid,1
mom everywhere stop get good night sleep tomorrow children turn pamper . enjoy day,1
no wan na move america ! !,0
"yeah , ` age aquarius ` pretty scary song",-1
` wait go bed,1
miss guy,-1
aussie .. I m hopin sydney less week get visa thursday whoot whoot,1
_ of_chas good mornin sunshine .. least work puter go fast,0
follow,0
` wait front dps julian take driving test .,0
cancel javaone,-1
thank steph .. must keep update ` ur turn,1
second . wish rain,1
"tomorrow afternoon ( well , later today actually ) shoot seattle sinner newspaper femme fatale seattle photographer",0
"hate put toddler disposable , rash need ointment . hate rash even worse .",-1
work,0
come hospital today,0
.. take .. tiny,0
` worried sister ` guinea pig . hope stalin make tonight ! baby ! !,0
lovely attempt poetry !,1
` comin wit u ! !,0
quaver sandwich tea .,0
starbucks ` lovin `,1
"nightlife commando like , chant . music cool . & ` listen inxs . music song amazing . bass win",1
gosh .. ` ? ? bad .. baylee bless child .. people ` know .. kiss,0
"oh * * .. go head , ' ` spin around '",-1
meet short line ever fcb tunapuna .. teller disappear,0
home ! ! laugh loud leave monday flo rida ! !,0
"gary try ommegang chocolate indulgence : no chocolate , no indulgence , .. metallic . good ..",1
instal inav iblue v2 theme .. give fresh feel,1
name rest ? let ` see . mystery jet pretty cool . ida maria shud rly listen say anything !,1
"laugh loud hear , think watch 2 - 3 different movie , get work do . ` ttyl girl",0
"susan egan , love ! yeah , say would pleasant trip .",1
today go long day,0
"know , consider ` buy lot new yarn recently , think ` necessary time .",0
"visit 2 la ventana de los cielos foundation push bck 2 week , excite 2 go & meet kid . ` 2 wait another 2 wk",-1
sauce ? huh ? ` go california tomorrow morning,0
think modem fail - have pc withdrawal ..,-1
"last day volleyball miss everyone already . oh well , banquet 10th hopefully everyone go to",0
still try get well get mommaz lovin .. headed house .. ahh hate feelin !,-1
somehow miss .,-1
"want set coffee shop , no money",0
"good e - commerce site , hope ` watch big bang theory . please hit ' buy '",1
` not come detroit grand rapids october ..,0
never like boy jerm !,-1
2026 2164 6790 9128 add let play something .,0
love read ur little quote,1
"puppy kill cat lastnight , think stuff animal . rip meanie",-1
"always tired , always cold always headache . can not wait vacashun .. frickin g1 update .. want onscreen keyboard dammit !",-1
class sick hungry,-1
know block party would love hear dh original get chance,1
might get around . not sure make flat html wordpress . .. fun fun fun,1
_ light aw ` wrong ?,-1
thank ` .. see ? ` back smile,1
couple year ? may die without kateage . * keep finger cross tho *,-1
need hug joe jonas,0
park ! rain !,0
! ! need show reel nxt week .. start apply editing job rock climbing tomos hope,1
blackberry ` get fatty ( battery ) guess ` kinda boat huh ?,0
experiment . puppet . think wipe drive workstation,0
` find dress,0
filming musican friend mine legion people sure know dance,0
"stay away home , since part india dnt hav gud wireless internet , I m * *",-1
"back gym , sort inboxe",0
listen ryan adam sick,-1
* * hat goodbye,-1
first time week play wow get stuck ' authenticating ' .,-1
warm start dig,0
wish chicken wing,0
"oh , yes .. happy nine year annivarsary hanson ` second studio album , ' this time around . '",1
foto !,0
"` time chat ( sorry girl miss ` ! ) , new lawnmower .. yeah , today ` highlight . tomorrow ..",0
cool ` glad.i save tea,1
run turtle .,0
play sudoku mommy make breakfast & lunch,0
apparently ` starwar day today like . shame revision though .,-1
really nice smoothy baulko shop,1
massive headache go see terminator tonight !,-1
spanish .. sucki class ever . ` learn atleast . te quiero tiasha !,0
"yesterday friend mine throw horse lorry drive past we , ignore we signal slow",0
good weekend,1
no kidding ! ugh .. one thing know sure - ` show property weekend,-1
_ trip bet ` fall asleep till like morning sorrie .,-1
enjoy silence,1
"sorry paul scheuring , prison break series finale suck .. many level",-1
tummy monster hat,-1
"24 hour , since dog put sleep . rip old friend .",-1
"funnily enough , roland president social club !",1
"_ peek mkay : / tell msn ? bfgurelgbsr yeah , guess , ` know like , ` wait till get opinion",0
"_ fred6 ` cancel account yet ` log since november think , maybe main rogue , lvl73",-1
congrats graduate ! beautiful thing & big deal ! jus wish cudve attend lil man ryan kdg graduation feel sad !,0
` get job,-1
can not get rwitter phone phone suck,-1
enjoy first day summer,1
no surprise . probably ` know,0
thank ff,1
forget much love song itune . love shuffle love watch prank ap tour !,1
"yeah , ` buy one hot minute .",-1
"_ rubadeau last weekend pretty solid brunch bar wellington . hard screw steak egg , though",1
one wish would friend j not work,0
dam living england x,0
` fantastically miserable time far ..,0
think ` go go outside john cage moment music major rejoice !,1
cool hear guy 104.5 ! ` believe cherry hill week ago miss come back,0
"see approach nice round 5500 number , expect crash time come back tonight",1
"umm , come , twin slurpee , car twin go pretty epic ! !",1
"bloody fed , lose last statement hound another one . dodged one last week",-1
fml spill entire diet coke lap . yay,-1
dangle belly ring bad investment .. cute one always pop,0
wish hang kobe right,1
today go ah . give notice boss today . go upset ` totally stress .,-1
mother day,0
dream pretty pretty beach no beach wake,0
really need sort bird table feeder - robin blue * * bully,-1
friday .. nothing sad,-1
never good time recourse small claim get atty involve . $,-1
cute watch matt play wii work,1
"legal study / law student twitter ? would love couple reference case inolve bias jury , jury nullification etc",1
yay ! welcome etsy - seller world,1
accord marco smoking weed make philosophical .. consider philosophical . shower .,0
"yep , ` right - ` mean monk - ` ( photo take ) well photography",0
"yep , .",0
` imtetste visual .,0
tired . 04:30 alarm set bed soon bloody iphone backup sync finish .,-1
unfortunately people work let bad morning ! ` official .. revenge dish well serve cold,-1
` sorry today ` nothing * * heartbreak,-1
"angrily tell extemely abusive .. mentally , emotionally , & physically . make day . nightss .",-1
"terrible little beast garden small simply collect , buy poisonous food pellet",-1
"_ hehe go dye beb ! put blonde inn mine light , leave bit long oops > <",0
time ritualistic friday night depression,-1
"` know , ask carolyn . also , ` box empty time get .",0
stupid tooth hurt,-1
goodnight goodbye ?,1
shout mom wakin prematurely ! preciate,1
"` bored , extremely bored . car . wait dad . dinner . chinese . yumm .",0
suck not able take day work money take trip sad,-1
"yes know school report would say ` must much well ` ah well , time huh",0
"guilt trip , feel sick , pressure . stress much drama",-1
selena ` mom congratulation ` nice day,1
"ak , flop come 2k6 bet 15 get raise 25 call , turn , check , river rag , check bet 15 , raise 15 call , 22",0
"like friday generally , class extend today ` starve : x haha < /whine > : -p",0
plan weekend include work paper drive guy 2 airport . ` see 3 wks .,0
* tap shoulder * forget,0
loggade visst min 400e cache lï¿½rdag !,0
get 5 english lesson drink sprite,0
` belleville parent someone offer bus ride orillia 10 $ mall . think,1
"dream give rise reality . say ` walk , dream fly ! dream , believe , achieve !",1
"oh no , ` annoying ! problem - 14 thigh 10 - 12 hip ! hope catch soon",-1
go to go aiden girl go scarlet,0
"dread weekend , every minute coursework do week learn 2 page french speak",0
wake late & try get * * do work,-1
picture make thristy everyday !,0
geocaching.com seem huge delay deliver pocket query,-1
"last time look , 400 . give we demo , cool",1
not online today & mayb whole next week have not vote pls :,0
happy mother day ! ! love guy ..,1
dreambear * * compare wicked audition,-1
testing .. hey ! get to add someone follow,0
horrible twitter - er . move houston apartment awaiting work start monday . real world = now,-1
miss ! !,-1
ohh mann lay 3 girl ! ! economy improve soon ! !,0
also hit chin something fall hurt ugh .. work go to suck,-1
take bath,0
` fly room,0
* moment silence * budget ` bout b spend wayy much $ $ .. omg ! ` budget ? ! ? !,-1
scary hooked 9 wire n print sum graph ohh,-1
suck ! put britney !,-1
dead,-1
( ) 1 - pendulum = awesome ! 2 - goodbyes suck 3 - shut plz . 4 - toy story 3 ! ! 5 - jb 3d movie 2moro ! 6 - I ` tired . 7 - aand ` .,0
rip grandpa graduation today ..,0
good see ` lose sense humour . get well soon,1
weather prague like weather belgium - > rainy,0
not hear say show ?,0
not stamford .,0
"_ l thank , think first girl say .. besides mom",1
walk teignmouth dawlish,0
arg ! eirtaku get hit stupid bot . much * * kid friendly site .,-1
"play bubblewrap iphone . . still , beat work ..",0
make mom mother day card,0
stress beyond belief . need nap,-1
"go eat entourage , probably fat e ` since ` close tomorrow ! watch movie jimmy tonight , text ..",0
` sleep ugh ! ! * * * * day tomorrow . want take sleeping pill know ill get late,-1
ughh reject 09 mediation program . suckss .,-1
watch jackass . bed,0
"know short week , certainly drag",-1
home.goe warm day top . friday yet ?,0
nothing sweet 4 - year - old !,1
"ginger biscuit rule ! ! ( way , urgently need weight scale )",0
yeah ! want . love ' fall slowly ' song . keep play head .,1
sorry . not unemployed .,0
"hectic day travel pj uniten , back pj . work cc office .",-1
wish someone would inspire sexy time right ugh that s not go to happen .. ugh,0
luh,1
"sign folk , might back later !",0
wan na happy,1
aww poor precious,-1
"blogge , clean chat listening phoenixfm",0
yeahh .. thx . figure,1
` goin bed . see ya tomorrow twitter ppl .,0
"go ' user experience roundtable hamburg - detlev fischer accessibility , bitv test ' ` miss !",0
tell ` not member private beta ` not go start pretend assassinate people,0
ahh feel good play guitar hero month ! suck haha,0
"think florida ` heat much , reluctantly take place",-1
"mine early nov , , go 2 gether buddy ! ! man power",0
"go to eat something , feel horrid . need hug !",-1
ram upgrade = do ! ff still slow disable add - ons not sure one make cut honest . ` like sophie ` choice !,-1
nope no love,-1
nothing wrong samantha,1
james battle everything ! ` kind love - hate relationship,0
clean old apartment today . yay ..,0
listenin da beach girl5 itune,0
wine saginaki 7 friend = good time,1
` think want come back ( guy read dms ),-1
oh man wan na bay asap ! thank great day !,1
boo,0
? ! ! ?,0
good day,1
"_ cheryl lucky , want teleport",0
surely vote .,0
life get soo dull sometimes no 1 around x,-1
heartburn may death .,-1
maybe hot date nice little cesna .,1
violent fightclub like * * dream involve heavily tattooed lady . ` wan na wake . lol .,1
"haha dude , b - date : p ` wish ur b - day 3oth november . ` also turn 16 reply please ?",1
"nice place eat sao paulo , brazil",1
yo name girll !,0
loads beard papa disappear uk,-1
london ! tourist thing !,0
home . feel tired . want take nap ` .,-1
break carafe go starbuck caffiene fix light go .. sec kidding .. get laugh . ha !,0
reli gd holiday .. buh revise x,0
lmfaoo * * love sho,1
stop rain . fuckingtastic ! ),-1
try draw manga / anime new website .. bad idea !,-1
"not make good time , * * chicago traffic - photo :",-1
see male baltimore oriole suet feed something enjoy lot thistle new thistle feed early a.m .,0
get . good friend,1
"holiday time | get grizzly bear cd , bit will not read | adventure tomorrow | swine flu scar | still cold",0
familiar .. sorry ` feel way,-1
great song east clubber,-1
cool hi sam ? ?,1
wish smartphone irc app . ` pretty cool .,1
wish could go cabo tonight,1
"` love ' butteflie stomach ' feeling ? ano man yun , kaya mo yan .",1
"excellent pic ! wish , ` long drive tn .",1
milkshake + hot day = unsettled stomach,1
spend much today ! ! tube journey always take soo long . brace thursdayy,-1
no iphone ( poor credit ! ) . not live without cell phone ! mass transit every day !,-1
get ready work . boohoohoo do not wan na go work !,-1
back wonderful vacation . perfect weather back rainy ` burgh reality .,1
really think wee callum get last night,0
"another late night . score mojito , ..",0
noo wan na watch comet do not wan na go workk ! !,-1
aw yes week get ask return end ! wish buy ! never mind ? ?,1
mc john sim posit 3 yr pass no softee strand without warren tea tech spec kache ! !,0
look smash darle trent reznor really get marry want rip mariqueen ` fake * * -_-,0
bout smoking weed,0
` official nobody get raise year,-1
thank incredible support encouragement - it mean much ! ! constantly bless & thankful ! !,1
"josette .. ? ? look across pond , nowhere find .",0
oh no todays jay lenos last show ! ! ` miss mr . leno,-1
"yeah , want bottle , ` sanitize good . taste like choc . orange .",1
hello . new follower lang po . tweet meet .,0
way home see rodney atkin concert .. love ! thank bob,1
mm cold shadow anyway . ooh monday,0
hate pack,-1
indeed lovely evening . far quickly get home 115 end . coffee bed morning,1
"hate different reference assembly . fnh go castle 1.1 , caliburn 1.03 .. not mention dynamicproxy nh",-1
suppose well get ready work grr,1
aaw no ! windows open ?,-1
"happy mother day ! hug love , zoe",1
"rain belfast - promise would clean window today . back bed , !",0
miss tim !,-1
happy mother ` day mom,1
' no sorrow ' ! : linkin park ..,0
sleep time big / little lunch tomorrow olive garden,0
think may break nose show,-1
yep ! tail leg !,-1
drill sergeant ` voice : everybody wake * * ! ! * flick everyone ` light * ` 500 est rise shine beetche ! ! laugh loud jk,-1
"return huntsville . see sam houston ` grave , go prison museum eat chocolate dip strawberry",0
_ anais feel reeally bad .. sorry,-1
"thank , love",1
` get new laptop 10 day ! excited ! dell inspiron - core2duo 2.0ghz - 4 gb ddr2 - 250 gb hdd - 15.6 inch screen,1
` no air,0
", monday end weekend . , not escape , wish good week",1
"omg , someone leave voicemail work ffs let day",0
_ paige aww hey ! ` know ! lol . ` sick . no outtie .,-1
deucie pick sitter weekend .,0
"wish could via funchal yesterday , , , , perfect , good day life * *",1
get little much sun today,-1
joke ! ! love mag .. really !,1
aww bad ` - ` entertain think enter,-1
break gorilla pod think one lego knight lose helmet,0
"get ready meet laura ! training , even ` sick .",0
": swa & pet - good news owner , bad news people w/ allergy need fly less $ $ . sad many know .",0
"happy mother ` day , kadi ! !",1
"humm .. ohh miss much ! ! realy , hope nice friend , like we : ]",0
love listen people practise piano downstairs,1
"basically ` listened miley cyrus fourteen hour , love .",1
` podcast gear get bit - tech ?,0
"cool , good know",1
right thing though . fridge vegetable go die,0
proudly watch film,1
not go twitter no ? oh bais !,0
oh hate friday evening .,-1
"follow please , dm ..",0
meagan rochelle ' the one need ' would say ' cater 2 u ' do not produce .,0
_ 44 thank ! ! bit comfort zone fun,0
klaudine ` . ..,0
happy mother day beautful mum .,1
think ` time take shower & get ready dayy . hope go shopping ` mason today . want new clothe ! !,0
yay ! make first sale redbubble - make happy,1
kid ! ` go around quote,0
oh .. miss piano .,-1
find baby cousin go to dad ! ! least ` marry already . everybody get married kid,0
post blogspot,0
still news room .. however ; audio turn around ! grab tea . look forward 1 get rain,0
"pray love lap dance , pay naivety . < -- one fav song",1
cheer . wish font play,1
pleasure . ` mom mother ` day . spread love .,1
"dammit , no ! one tweet september , noodle also take",-1
` good attitude,1
whenever mama ! let `,1
class student go to miss ..,-1
mary hat wana walmart butno one want go,-1
` idiot . ok mostly skint hell could ` do something ..,-1
"case , ` go exam show thing two . ` much hopeful november ` 09 , though .",1
ohh would def give 2 tht kenyatta ` cam not mine sry want tht pic 2,-1
happy mother ` day ! justin timberlake ` version mother ` day gift .. -- funny ! !,1
"cool , not big user dm though",0
` freakin ` hot humid today .,-1
` need vent !,1
think might fall love jihoon boy flower .,1
thank add ` try signing later get home . still no luck ` email someone,1
_ perth awesome .. love top gear .. who s favourite ? get admit soft spot captain slow,1
wait landlord come see shower,0
ohh yea film one fave longg time .. any1 humma humma ?,1
great curl - up - in - a - ball - and - read later . wish book .,1
hahaha yeah see . ` twitter back,0
dï¿½a sin sol .. grr .. ï¿½why ? ï¿½whyy ? ?,0
"` dig emo * * , like song sorry emo ` ?",1
hang roomy . adore 4 gentleman live . great people good talk discuss boy issue ! !,1
agree facehunter embarrassing representation . compare swede look like bear stylish .,1
yes go sophmore college . geez . can not get job cause everyone think I m fifteen .,-1
back plurk .,0
another nice day ! work goderich today walk & enjoy weather,1
thinkin twitter really quite borin,-1
winter flu twitter logie get notice . haha . love rove,1
good night twitter people,1
hate bf beat da dog . guess way teach pitt .,-1
boystown . ` leave eastwood 3hours .,0
happy morning everyone !,1
"ooh good ! I m start hard one , go to day . I ve lock door I m leave food toilet ! x",1
wish people ` stubborn sometimes .,1
fill form stop contribute retirement account set employer pay credit card,0
think ur go somewhere ` ` invitw,0
tnx reply myspace ..,0
"_ fc sound good maybe player quote , photo etc ` live wa atm would love bit piece ady sun",0
awesome night city,1
head yale .. grandmother car accident,-1
luvv it- one aquestion - why ` full moon crazy tour date toronto ! ? ! ? ! ? ! ! ? ? !,0
"ugh . hate bad grade . 1st time ` ever fail class no as- b , b , , w , , ! not like",-1
chillen csla .. wait start .. watchin pacquiao rerun ..,0
get clean bathroom today .,0
new top !,0
haha . thank listen rant nothing ! good night ?,1
